Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,year,month,day,weekday,is_weekend,Area Name_freq_enc,Road/Intersection Name_freq_enc,Weather Conditions_Fog,Weather Conditions_Overcast,Weather Conditions_Rain,Weather Conditions_Windy,Roadwork and Construction Activity_Yes
1.6447085635695398,1.014198460387248,0.7528071490177504,0.8152201970364145,0.581567796332518,-1.1335258120019611,1.6447085635695406,1.2641788898268986,0.35343846154786196,0.7112447194357502,0.3616860205150596,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,1.345171625466181,1.3436228198096933,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
0.12273530157575474,-0.9439422560628602,0.7528071490177504,0.8152201970364145,0.581567796332518,-0.404492656967448,0.12273530157575555,-0.15646559368869825,0.9889884304873914,-1.0529767289921415,-0.3332782868631735,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,1.345171625466181,1.3436228198096933,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
-1.6811476043421003,1.4127250530034487,-2.0354792692523636,-2.230120431980836,-1.7665826352299006,-1.1335258120019611,-1.6811476043420999,-0.020995698947666515,-1.6034296530691379,1.4096053982877064,1.9727396421646,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,-0.8353866548657064,-0.7179927040391237,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
2.4366120812191268,0.4120385252624122,0.7528071490177504,0.8152201970364145,0.581567796332518,-0.404492656967448,2.4366120812191268,-0.609359465729729,-0.38009457688158427,-0.8042526687107943,0.3616860205150596,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,0.34738403189529155,0.3576327866646069,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
2.1607857101358108,0.15842535840453886,0.7528071490177504,0.8152201970364145,0.581567796332518,1.053573653101578,2.1607857101358117,-0.4945754793398083,-1.322082883131671,1.2492254339786355,-0.08056399327108876,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,0.34738403189529155,0.3352239222749458,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
1.4335650935777886,-0.48712752257646835,0.7528071490177504,0.8152201970364145,0.581567796332518,1.053573653101578,1.4335650935777893,-0.25529248722597353,-1.6344003631780424,-1.371475515690318,-0.7123497272513006,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,0.7313640889717294,0.6825613203146924,-0.34672847348275365,2.427974820379129,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
0.5654281567845718,-0.8871033262356488,0.7528071490177504,0.8152201970364145,0.581567796332518,1.053573653101578,0.5654281567845723,1.3555714551730256,0.14014127917480096,1.0560653853680646,0.6144003141071444,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,0.7313640889717294,0.7777989939707516,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
-0.2966255071678907,-0.0915008618727078,0.7528071490177504,-0.0756679688295706,0.581567796332518,0.32454049806706503,-0.2966255071678904,0.06080431361012817,0.7053058759585323,-0.48402499836196333,-0.8387068740473431,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,-0.18794582870032595,-0.22499768746658022,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
-0.3241157401318058,-0.4122496182373715,0.7528071490177504,-0.07818522088980707,0.581567796332518,-0.404492656967448,-0.3241157401318054,-0.040824666776828764,1.6812132498325283,-0.9059064896943785,-0.01738541987306757,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,-0.18794582870032595,-0.1521688782001821,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
0.19473353076696087,1.6409201207292605,0.7528071490177504,0.716295600045377,0.581567796332518,-0.404492656967448,0.1947335307669613,-1.5950841333844,0.3181423524874263,0.6053765517675151,-0.9018854474453643,-1.1031836385243754,-1.4918177793634093,-1.6533171017462602,1.0029434026678927,1.5773078577322857,-0.8129644617517542,-0.8188325937925985,-0.34672847348275365,-0.41186588576064803,-0.31935160601969304,-0.22428908741703785,-0.33092416364768534
